SequenceID	contig_id	viralID	VS2_length	keep_cat	is.suspect	manual_approve	is_phage
Cen21_05102021_R1_S55	NODE_5101_length_7846_cov_1.671201	NODE_5101_length_7846_cov_1.671201__full	7846	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_5248_length_7711_cov_2.245912	NODE_5248_length_7711_cov_2.245912__full	7711	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_5308_length_7669_cov_1.997348	NODE_5308_length_7669_cov_1.997348__full	7669	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5360_length_7619_cov_2.622931	NODE_5360_length_7619_cov_2.622931__full	7619	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_536_length_41255_cov_8.439263	NODE_536_length_41255_cov_8.439263__full	41128	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5405_length_7578_cov_1.924574	NODE_5405_length_7578_cov_1.924574__full	7578	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5406_length_7578_cov_1.681922	NODE_5406_length_7578_cov_1.681922__full	7578	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5592_length_7414_cov_1.601070	NODE_5592_length_7414_cov_1.601070__full	7414	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5710_length_7331_cov_2.199750	NODE_5710_length_7331_cov_2.199750__full	7331	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_5734_length_7314_cov_2.269793	NODE_5734_length_7314_cov_2.269793__full	7314	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5746_length_7298_cov_1.781760	NODE_5746_length_7298_cov_1.781760__full	7298	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_5764_length_7279_cov_2.538870	NODE_5764_length_7279_cov_2.538870__full	7279	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5769_length_7275_cov_9.474818	NODE_5769_length_7275_cov_9.474818__full	7275	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_5798_length_7254_cov_2.182265	NODE_5798_length_7254_cov_2.182265__full	7254	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5839_length_7222_cov_3.885130	NODE_5839_length_7222_cov_3.885130__full	7222	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5848_length_7215_cov_2.560243	NODE_5848_length_7215_cov_2.560243__full	7215	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5875_length_7186_cov_1.959626	NODE_5875_length_7186_cov_1.959626__full	7186	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5916_length_7154_cov_3.516864	NODE_5916_length_7154_cov_3.516864__full	7154	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_5997_length_7101_cov_5.709492	NODE_5997_length_7101_cov_5.709492__full	7101	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_6089_length_7038_cov_2.693243	NODE_6089_length_7038_cov_2.693243__full	7038	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6115_length_7019_cov_2.224753	NODE_6115_length_7019_cov_2.224753__full	7019	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_6154_length_6994_cov_2.218873	NODE_6154_length_6994_cov_2.218873__full	6994	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6208_length_6953_cov_4.134486	NODE_6208_length_6953_cov_4.134486__full	6953	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6297_length_6896_cov_2.116265	NODE_6297_length_6896_cov_2.116265__full	6896	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_62_length_132790_cov_18.083309	NODE_62_length_132790_cov_18.083309__0_partial	17869	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6305_length_6890_cov_2.779831	NODE_6305_length_6890_cov_2.779831__full	6890	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6308_length_6888_cov_1.998521	NODE_6308_length_6888_cov_1.998521__full	6888	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6345_length_6863_cov_2.365053	NODE_6345_length_6863_cov_2.365053__full	6863	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6347_length_6862_cov_2.565256	NODE_6347_length_6862_cov_2.565256__full	6862	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6386_length_6836_cov_1.993144	NODE_6386_length_6836_cov_1.993144__full	6836	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6403_length_6825_cov_1.869364	NODE_6403_length_6825_cov_1.869364__full	6825	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6421_length_6809_cov_1.754714	NODE_6421_length_6809_cov_1.754714__full	6809	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6444_length_6791_cov_1.938475	NODE_6444_length_6791_cov_1.938475__full	6791	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6464_length_6777_cov_1.476992	NODE_6464_length_6777_cov_1.476992__full	6777	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6496_length_6755_cov_1.717713	NODE_6496_length_6755_cov_1.717713__full	6755	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6541_length_6724_cov_2.119903	NODE_6541_length_6724_cov_2.119903__full	6724	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6627_length_6673_cov_2.104186	NODE_6627_length_6673_cov_2.104186__full	6673	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6640_length_6662_cov_2.312012	NODE_6640_length_6662_cov_2.312012__full	6662	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6660_length_6652_cov_2.179157	NODE_6660_length_6652_cov_2.179157__full	6652	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6693_length_6633_cov_1.866431	NODE_6693_length_6633_cov_1.866431__full	6633	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6695_length_6631_cov_2.319957	NODE_6695_length_6631_cov_2.319957__full	6631	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_6729_length_6611_cov_2.101326	NODE_6729_length_6611_cov_2.101326__full	6611	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6739_length_6604_cov_1.903042	NODE_6739_length_6604_cov_1.903042__full	6604	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_679_length_34289_cov_4.463263	NODE_679_length_34289_cov_4.463263__0_partial	14026	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6800_length_6570_cov_8.199131	NODE_6800_length_6570_cov_8.199131__full	6570	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_6849_length_6540_cov_2.757212	NODE_6849_length_6540_cov_2.757212__full	6540	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7059_length_6417_cov_3.082512	NODE_7059_length_6417_cov_3.082512__full	6417	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7064_length_6412_cov_2.454097	NODE_7064_length_6412_cov_2.454097__full	6412	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7071_length_6409_cov_2.130372	NODE_7071_length_6409_cov_2.130372__full	6409	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7118_length_6390_cov_1.661504	NODE_7118_length_6390_cov_1.661504__full	6390	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7134_length_6381_cov_1.856732	NODE_7134_length_6381_cov_1.856732__full	6381	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7155_length_6373_cov_2.968300	NODE_7155_length_6373_cov_2.968300__full	6373	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7164_length_6365_cov_2.126964	NODE_7164_length_6365_cov_2.126964__full	6365	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7175_length_6361_cov_2.153834	NODE_7175_length_6361_cov_2.153834__full	6361	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7183_length_6357_cov_2.178812	NODE_7183_length_6357_cov_2.178812__full	6357	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7227_length_6334_cov_1.696311	NODE_7227_length_6334_cov_1.696311__full	6334	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7240_length_6326_cov_2.819003	NODE_7240_length_6326_cov_2.819003__full	6326	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7287_length_6306_cov_2.173815	NODE_7287_length_6306_cov_2.173815__full	6306	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7305_length_6298_cov_2.325069	NODE_7305_length_6298_cov_2.325069__full	6298	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7355_length_6270_cov_2.287482	NODE_7355_length_6270_cov_2.287482__full	6270	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7374_length_6258_cov_1.963301	NODE_7374_length_6258_cov_1.963301__full	6258	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_739_length_32449_cov_17.297104	NODE_739_length_32449_cov_17.297104__full	32449	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7478_length_6207_cov_1.859868	NODE_7478_length_6207_cov_1.859868__full	6207	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7513_length_6193_cov_1.886086	NODE_7513_length_6193_cov_1.886086__full	6193	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7541_length_6177_cov_1.560992	NODE_7541_length_6177_cov_1.560992__full	6177	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7588_length_6150_cov_1.772207	NODE_7588_length_6150_cov_1.772207__full	6150	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7639_length_6128_cov_2.458757	NODE_7639_length_6128_cov_2.458757__full	6128	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7684_length_6104_cov_1.829011	NODE_7684_length_6104_cov_1.829011__full	6104	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_768_length_31492_cov_5.303778	NODE_768_length_31492_cov_5.303778__full	31492	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7712_length_6086_cov_2.313308	NODE_7712_length_6086_cov_2.313308__full	6086	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7792_length_6046_cov_3.274878	NODE_7792_length_6046_cov_3.274878__full	6046	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7929_length_5976_cov_2.289280	NODE_7929_length_5976_cov_2.289280__full	5976	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7943_length_5969_cov_2.437179	NODE_7943_length_5969_cov_2.437179__full	5969	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_7977_length_5951_cov_3.951408	NODE_7977_length_5951_cov_3.951408__full	5951	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_7997_length_5940_cov_2.144504	NODE_7997_length_5940_cov_2.144504__full	5940	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8030_length_5925_cov_1.613832	NODE_8030_length_5925_cov_1.613832__full	5925	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8159_length_5869_cov_1.644549	NODE_8159_length_5869_cov_1.644549__full	5869	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8168_length_5865_cov_1.864761	NODE_8168_length_5865_cov_1.864761__full	5865	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8171_length_5864_cov_1.506711	NODE_8171_length_5864_cov_1.506711__full	5864	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8180_length_5856_cov_2.121662	NODE_8180_length_5856_cov_2.121662__full	5856	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8232_length_5836_cov_1.982484	NODE_8232_length_5836_cov_1.982484__full	5836	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8233_length_5835_cov_2.648038	NODE_8233_length_5835_cov_2.648038__full	5835	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8250_length_5830_cov_3.974049	NODE_8250_length_5830_cov_3.974049__full	5830	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8270_length_5823_cov_3.473666	NODE_8270_length_5823_cov_3.473666__full	5823	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8285_length_5815_cov_2.421414	NODE_8285_length_5815_cov_2.421414__full	5815	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8319_length_5804_cov_2.079091	NODE_8319_length_5804_cov_2.079091__full	5804	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8320_length_5804_cov_1.493042	NODE_8320_length_5804_cov_1.493042__full	5804	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8363_length_5787_cov_1.852473	NODE_8363_length_5787_cov_1.852473__full	5787	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8401_length_5770_cov_1.503987	NODE_8401_length_5770_cov_1.503987__full	5770	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8413_length_5765_cov_2.482263	NODE_8413_length_5765_cov_2.482263__full	5765	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8416_length_5764_cov_4.267163	NODE_8416_length_5764_cov_4.267163__full	5764	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8431_length_5759_cov_1.856534	NODE_8431_length_5759_cov_1.856534__full	5759	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8492_length_5732_cov_2.170384	NODE_8492_length_5732_cov_2.170384__full	5732	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8500_length_5728_cov_2.285485	NODE_8500_length_5728_cov_2.285485__full	5728	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8502_length_5727_cov_7.159464	NODE_8502_length_5727_cov_7.159464__full	5727	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8551_length_5709_cov_2.418846	NODE_8551_length_5709_cov_2.418846__full	5709	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8609_length_5685_cov_2.537783	NODE_8609_length_5685_cov_2.537783__full	5685	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8620_length_5684_cov_1.241137	NODE_8620_length_5684_cov_1.241137__full	5684	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8635_length_5678_cov_2.017114	NODE_8635_length_5678_cov_2.017114__full	5678	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8638_length_5677_cov_10.010631	NODE_8638_length_5677_cov_10.010631__full	5677	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8648_length_5674_cov_2.017126	NODE_8648_length_5674_cov_2.017126__full	5674	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8652_length_5672_cov_2.338323	NODE_8652_length_5672_cov_2.338323__full	5672	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8659_length_5670_cov_1.919538	NODE_8659_length_5670_cov_1.919538__full	5670	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8803_length_5619_cov_1.791515	NODE_8803_length_5619_cov_1.791515__full	5619	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8828_length_5609_cov_2.131704	NODE_8828_length_5609_cov_2.131704__full	5609	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8842_length_5605_cov_4.834794	NODE_8842_length_5605_cov_4.834794__full	5605	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8869_length_5594_cov_2.562649	NODE_8869_length_5594_cov_2.562649__full	5594	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_889_length_27812_cov_2.950551	NODE_889_length_27812_cov_2.950551__full	27812	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8922_length_5571_cov_2.555107	NODE_8922_length_5571_cov_2.555107__full	5571	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_8959_length_5553_cov_7.365647	NODE_8959_length_5553_cov_7.365647__full	5553	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_8987_length_5541_cov_1.330624	NODE_8987_length_5541_cov_1.330624__full	5541	Keep2	1	Approved	1
Cen21_05102021_R1_S55	NODE_9186_length_5469_cov_2.079745	NODE_9186_length_5469_cov_2.079745__full	5469	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9188_length_5469_cov_1.586484	NODE_9188_length_5469_cov_1.586484__full	5469	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9195_length_5466_cov_1.570332	NODE_9195_length_5466_cov_1.570332__full	5466	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_91_length_114354_cov_6.622296	NODE_91_length_114354_cov_6.622296__0_partial	13961	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9266_length_5447_cov_1.811466	NODE_9266_length_5447_cov_1.811466__full	5447	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_935_length_26732_cov_3.604210	NODE_935_length_26732_cov_3.604210__full	26732	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9409_length_5396_cov_2.549820	NODE_9409_length_5396_cov_2.549820__full	5396	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9425_length_5392_cov_1.601899	NODE_9425_length_5392_cov_1.601899__full	5392	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_942_length_26666_cov_3.880063	NODE_942_length_26666_cov_3.880063__full	26666	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9554_length_5353_cov_2.575392	NODE_9554_length_5353_cov_2.575392__lt2gene	5353	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9567_length_5347_cov_1.886973	NODE_9567_length_5347_cov_1.886973__full	5347	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9592_length_5340_cov_2.559563	NODE_9592_length_5340_cov_2.559563__full	5340	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9628_length_5326_cov_2.043855	NODE_9628_length_5326_cov_2.043855__full	5326	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9630_length_5325_cov_3.733359	NODE_9630_length_5325_cov_3.733359__full	5325	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9664_length_5318_cov_1.487960	NODE_9664_length_5318_cov_1.487960__full	5318	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9780_length_5283_cov_2.399341	NODE_9780_length_5283_cov_2.399341__full	5283	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9784_length_5281_cov_2.418898	NODE_9784_length_5281_cov_2.418898__full	5281	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9800_length_5273_cov_2.944812	NODE_9800_length_5273_cov_2.944812__full	5273	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9819_length_5266_cov_1.996108	NODE_9819_length_5266_cov_1.996108__full	5266	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9821_length_5263_cov_3.754868	NODE_9821_length_5263_cov_3.754868__full	5263	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9830_length_5262_cov_2.192016	NODE_9830_length_5262_cov_2.192016__full	5262	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9874_length_5248_cov_1.633079	NODE_9874_length_5248_cov_1.633079__full	5248	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9875_length_5248_cov_1.524507	NODE_9875_length_5248_cov_1.524507__full	5248	Keep2	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9877_length_5247_cov_6.458203	NODE_9877_length_5247_cov_6.458203__full	5247	Discard	0	Unapproved	0
Cen21_05102021_R1_S55	NODE_9890_length_5244_cov_2.005277	NODE_9890_length_5244_cov_2.005277__full	5244	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9894_length_5243_cov_1.259773	NODE_9894_length_5243_cov_1.259773__full	5243	Keep1	0	Unapproved	1
Cen21_05102021_R1_S55	NODE_9902_length_5240_cov_2.271465	NODE_9902_length_5240_cov_2.271465__full	5240	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10008_length_6204_cov_3.288958	NODE_10008_length_6204_cov_3.288958__full	6204	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10032_length_6195_cov_23.694463	NODE_10032_length_6195_cov_23.694463__full	6195	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10069_length_6174_cov_2.159087	NODE_10069_length_6174_cov_2.159087__full	6174	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10134_length_6140_cov_1.620323	NODE_10134_length_6140_cov_1.620323__full	6140	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10140_length_6137_cov_12.764393	NODE_10140_length_6137_cov_12.764393__full	6137	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10143_length_6134_cov_3.071084	NODE_10143_length_6134_cov_3.071084__full	6134	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10148_length_6131_cov_1.752165	NODE_10148_length_6131_cov_1.752165__full	6131	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_1015_length_45733_cov_416.759133	NODE_1015_length_45733_cov_416.759133__full	45606	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10170_length_6120_cov_7.038712	NODE_10170_length_6120_cov_7.038712__full	6120	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10207_length_6102_cov_2.105941	NODE_10207_length_6102_cov_2.105941__full	6102	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10257_length_6075_cov_1.751177	NODE_10257_length_6075_cov_1.751177__full	6075	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10292_length_6049_cov_2.326917	NODE_10292_length_6049_cov_2.326917__full	6049	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10350_length_6018_cov_1.263283	NODE_10350_length_6018_cov_1.263283__full	6018	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10402_length_5993_cov_4.452097	NODE_10402_length_5993_cov_4.452097__full	5993	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10418_length_5984_cov_1.174321	NODE_10418_length_5984_cov_1.174321__full	5984	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10438_length_5978_cov_1.539395	NODE_10438_length_5978_cov_1.539395__full	5978	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10444_length_5976_cov_13.748846	NODE_10444_length_5976_cov_13.748846__full	5976	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10466_length_5969_cov_2.549812	NODE_10466_length_5969_cov_2.549812__full	5969	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10525_length_5941_cov_1.454936	NODE_10525_length_5941_cov_1.454936__full	5941	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10553_length_5927_cov_1.850690	NODE_10553_length_5927_cov_1.850690__full	5927	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10554_length_5927_cov_1.130690	NODE_10554_length_5927_cov_1.130690__lt2gene	5927	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10657_length_5883_cov_2.130820	NODE_10657_length_5883_cov_2.130820__full	5883	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10831_length_5804_cov_2.337502	NODE_10831_length_5804_cov_2.337502__full	5804	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10869_length_5788_cov_1.942766	NODE_10869_length_5788_cov_1.942766__full	5788	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10888_length_5779_cov_1.459306	NODE_10888_length_5779_cov_1.459306__full	5779	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_10900_length_5772_cov_3.555890	NODE_10900_length_5772_cov_3.555890__full	5772	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10911_length_5768_cov_12.216274	NODE_10911_length_5768_cov_12.216274__full	5768	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10943_length_5752_cov_1.939022	NODE_10943_length_5752_cov_1.939022__full	5752	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_10999_length_5726_cov_1.704947	NODE_10999_length_5726_cov_1.704947__full	5726	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11081_length_5687_cov_3.560072	NODE_11081_length_5687_cov_3.560072__full	5687	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11130_length_5670_cov_7.458777	NODE_11130_length_5670_cov_7.458777__full	5670	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11241_length_5624_cov_17.742951	NODE_11241_length_5624_cov_17.742951__full	5624	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11269_length_5608_cov_1.526364	NODE_11269_length_5608_cov_1.526364__full	5608	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_11285_length_5602_cov_2.357626	NODE_11285_length_5602_cov_2.357626__full	5602	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_11296_length_5594_cov_4.226633	NODE_11296_length_5594_cov_4.226633__full	5594	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11329_length_5580_cov_2.439758	NODE_11329_length_5580_cov_2.439758__full	5580	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11334_length_5578_cov_3.389286	NODE_11334_length_5578_cov_3.389286__full	5578	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11357_length_5569_cov_3.662624	NODE_11357_length_5569_cov_3.662624__full	5569	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11369_length_5564_cov_1.873092	NODE_11369_length_5564_cov_1.873092__full	5564	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11377_length_5561_cov_2.380567	NODE_11377_length_5561_cov_2.380567__full	5561	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11397_length_5549_cov_2.499631	NODE_11397_length_5549_cov_2.499631__full	5549	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11398_length_5544_cov_1.859701	NODE_11398_length_5544_cov_1.859701__full	5544	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_11447_length_5518_cov_2.226860	NODE_11447_length_5518_cov_2.226860__full	5518	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_11556_length_5467_cov_1.751124	NODE_11556_length_5467_cov_1.751124__full	5467	Keep1	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11566_length_5464_cov_1.360502	NODE_11566_length_5464_cov_1.360502__full	5464	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11631_length_5439_cov_2.728916	NODE_11631_length_5439_cov_2.728916__full	5439	Discard	0	Unapproved	0
Cen22_12102015_R1_S56	NODE_11654_length_5426_cov_6.884884	NODE_11654_length_5426_cov_6.884884__full	5426	Keep2	0	Unapproved	1
Cen22_12102015_R1_S56	NODE_11668_length_5422_cov_1.574127	NODE_11668_length_5422_cov_1.574127__full	5422	Keep1	0	Unapproved	1
